"SEGMENT","POSITION","FIELD","PARENT_FIELD","TABLE","NAME","DESCRIPTION"
08,51,PCO0020007,PCO0020002,PCO002,"20 to 24 years","Total (101-106, 201-203, 301, 401-405): Male: 20 to 24 years"
08,52,PCO0020008,PCO0020002,PCO002,"25 to 29 years","Total (101-106, 201-203, 301, 401-405): Male: 25 to 29 years"
08,53,PCO0020009,PCO0020002,PCO002,"30 to 34 years","Total (101-106, 201-203, 301, 401-405): Male: 30 to 34 years"
08,54,PCO0020010,PCO0020002,PCO002,"35 to 39 years","Total (101-106, 201-203, 301, 401-405): Male: 35 to 39 years"
08,55,PCO0020011,PCO0020002,PCO002,"40 to 44 years","Total (101-106, 201-203, 301, 401-405): Male: 40 to 44 years"
08,56,PCO0020012,PCO0020002,PCO002,"45 to 49 years","Total (101-106, 201-203, 301, 401-405): Male: 45 to 49 years"
08,57,PCO0020013,PCO0020002,PCO002,"50 to 54 years","Total (101-106, 201-203, 301, 401-405): Male: 50 to 54 years"
08,58,PCO0020014,PCO0020002,PCO002,"55 to 59 years","Total (101-106, 201-203, 301, 401-405): Male: 55 to 59 years"
08,59,PCO0020015,PCO0020002,PCO002,"60 to 64 years","Total (101-106, 201-203, 301, 401-405): Male: 60 to 64 years"
08,60,PCO0020016,PCO0020002,PCO002,"65 to 69 years","Total (101-106, 201-203, 301, 401-405): Male: 65 to 69 years"
08,61,PCO0020017,PCO0020002,PCO002,"70 to 74 years","Total (101-106, 201-203, 301, 401-405): Male: 70 to 74 years"
08,62,PCO0020018,PCO0020002,PCO002,"75 to 79 years","Total (101-106, 201-203, 301, 401-405): Male: 75 to 79 years"
08,63,PCO0020019,PCO0020002,PCO002,"80 to 84 years","Total (101-106, 201-203, 301, 401-405): Male: 80 to 84 years"
08,64,PCO0020020,PCO0020002,PCO002,"85 years and over","Total (101-106, 201-203, 301, 401-405): Male: 85 years and over"
08,65,PCO0020021,PCO0020001,PCO002,"Female","Total (101-106, 201-203, 301, 401-405): Female"
08,66,PCO0020022,PCO0020021,PCO002,"Under 5 years","Total (101-106, 201-203, 301, 401-405): Female: Under 5 years"
08,67,PCO0020023,PCO0020021,PCO002,"5 to 9 years","Total (101-106, 201-203, 301, 401-405): Female: 5 to 9 years"
08,68,PCO0020024,PCO0020021,PCO002,"10 to 14 years","Total (101-106, 201-203, 301, 401-405): Female: 10 to 14 years"
08,69,PCO0020025,PCO0020021,PCO002,"15 to 19 years","Total (101-106, 201-203, 301, 401-405): Female: 15 to 19 years"
08,70,PCO0020026,PCO0020021,PCO002,"20 to 24 years","Total (101-106, 201-203, 301, 401-405): Female: 20 to 24 years"
08,71,PCO0020027,PCO0020021,PCO002,"25 to 29 years","Total (101-106, 201-203, 301, 401-405): Female: 25 to 29 years"
08,72,PCO0020028,PCO0020021,PCO002,"30 to 34 years","Total (101-106, 201-203, 301, 401-405): Female: 30 to 34 years"
08,73,PCO0020029,PCO0020021,PCO002,"35 to 39 years","Total (101-106, 201-203, 301, 401-405): Female: 35 to 39 years"
08,74,PCO0020030,PCO0020021,PCO002,"40 to 44 years","Total (101-106, 201-203, 301, 401-405): Female: 40 to 44 years"
08,75,PCO0020031,PCO0020021,PCO002,"45 to 49 years","Total (101-106, 201-203, 301, 401-405): Female: 45 to 49 years"
08,76,PCO0020032,PCO0020021,PCO002,"50 to 54 years","Total (101-106, 201-203, 301, 401-405): Female: 50 to 54 years"
08,77,PCO0020033,PCO0020021,PCO002,"55 to 59 years","Total (101-106, 201-203, 301, 401-405): Female: 55 to 59 years"
08,78,PCO0020034,PCO0020021,PCO002,"60 to 64 years","Total (101-106, 201-203, 301, 401-405): Female: 60 to 64 years"
08,79,PCO0020035,PCO0020021,PCO002,"65 to 69 years","Total (101-106, 201-203, 301, 401-405): Female: 65 to 69 years"
08,80,PCO0020036,PCO0020021,PCO002,"70 to 74 years","Total (101-106, 201-203, 301, 401-405): Female: 70 to 74 years"
08,81,PCO0020037,PCO0020021,PCO002,"75 to 79 years","Total (101-106, 201-203, 301, 401-405): Female: 75 to 79 years"
08,82,PCO0020038,PCO0020021,PCO002,"80 to 84 years","Total (101-106, 201-203, 301, 401-405): Female: 80 to 84 years"
08,83,PCO0020039,PCO0020021,PCO002,"85 years and over","Total (101-106, 201-203, 301, 401-405): Female: 85 years and over"
08,84,PCO0030001,NA,PCO003,"Total (101-106)","Total (101-106)"
08,85,PCO0030002,PCO0030001,PCO003,"Male","Total (101-106): Male"
08,86,PCO0030003,PCO0030002,PCO003,"15 to 19 years","Total (101-106): Male: 15 to 19 years"
08,87,PCO0030004,PCO0030002,PCO003,"20 to 24 years","Total (101-106): Male: 20 to 24 years"
08,88,PCO0030005,PCO0030002,PCO003,"25 to 29 years","Total (101-106): Male: 25 to 29 years"
08,89,PCO0030006,PCO0030002,PCO003,"30 to 34 years","Total (101-106): Male: 30 to 34 years"
08,90,PCO0030007,PCO0030002,PCO003,"35 to 39 years","Total (101-106): Male: 35 to 39 years"
08,91,PCO0030008,PCO0030002,PCO003,"40 to 44 years","Total (101-106): Male: 40 to 44 years"
08,92,PCO0030009,PCO0030002,PCO003,"45 to 49 years","Total (101-106): Male: 45 to 49 years"
08,93,PCO0030010,PCO0030002,PCO003,"50 to 54 years","Total (101-106): Male: 50 to 54 years"
08,94,PCO0030011,PCO0030002,PCO003,"55 to 59 years","Total (101-106): Male: 55 to 59 years"
08,95,PCO0030012,PCO0030002,PCO003,"60 to 64 years","Total (101-106): Male: 60 to 64 years"
08,96,PCO0030013,PCO0030002,PCO003,"65 to 69 years","Total (101-106): Male: 65 to 69 years"
08,97,PCO0030014,PCO0030002,PCO003,"70 to 74 years","Total (101-106): Male: 70 to 74 years"
08,98,PCO0030015,PCO0030002,PCO003,"75 to 79 years","Total (101-106): Male: 75 to 79 years"
08,99,PCO0030016,PCO0030002,PCO003,"80 to 84 years","Total (101-106): Male: 80 to 84 years"
08,100,PCO0030017,PCO0030002,PCO003,"85 years and over","Total (101-106): Male: 85 years and over"
08,101,PCO0030018,PCO0030001,PCO003,"Female","Total (101-106): Female"
08,102,PCO0030019,PCO0030018,PCO003,"15 to 19 years","Total (101-106): Female: 15 to 19 years"
08,103,PCO0030020,PCO0030018,PCO003,"20 to 24 years","Total (101-106): Female: 20 to 24 years"
08,104,PCO0030021,PCO0030018,PCO003,"25 to 29 years","Total (101-106): Female: 25 to 29 years"
08,105,PCO0030022,PCO0030018,PCO003,"30 to 34 years","Total (101-106): Female: 30 to 34 years"
08,106,PCO0030023,PCO0030018,PCO003,"35 to 39 years","Total (101-106): Female: 35 to 39 years"
08,107,PCO0030024,PCO0030018,PCO003,"40 to 44 years","Total (101-106): Female: 40 to 44 years"
08,108,PCO0030025,PCO0030018,PCO003,"45 to 49 years","Total (101-106): Female: 45 to 49 years"
08,109,PCO0030026,PCO0030018,PCO003,"50 to 54 years","Total (101-106): Female: 50 to 54 years"
08,110,PCO0030027,PCO0030018,PCO003,"55 to 59 years","Total (101-106): Female: 55 to 59 years"
08,111,PCO0030028,PCO0030018,PCO003,"60 to 64 years","Total (101-106): Female: 60 to 64 years"
08,112,PCO0030029,PCO0030018,PCO003,"65 to 69 years","Total (101-106): Female: 65 to 69 years"
08,113,PCO0030030,PCO0030018,PCO003,"70 to 74 years","Total (101-106): Female: 70 to 74 years"
08,114,PCO0030031,PCO0030018,PCO003,"75 to 79 years","Total (101-106): Female: 75 to 79 years"
08,115,PCO0030032,PCO0030018,PCO003,"80 to 84 years","Total (101-106): Female: 80 to 84 years"
08,116,PCO0030033,PCO0030018,PCO003,"85 years and over","Total (101-106): Female: 85 years and over"
08,117,PCO0040001,NA,PCO004,"Total (201-203)","Total (201-203)"
08,118,PCO0040002,PCO0040001,PCO004,"Male","Total (201-203): Male"
08,119,PCO0040003,PCO0040002,PCO004,"Under 5 years","Total (201-203): Male: Under 5 years"
08,120,PCO0040004,PCO0040002,PCO004,"5 to 9 years","Total (201-203): Male: 5 to 9 years"
08,121,PCO0040005,PCO0040002,PCO004,"10 to 14 years","Total (201-203): Male: 10 to 14 years"
08,122,PCO0040006,PCO0040002,PCO004,"15 to 19 years","Total (201-203): Male: 15 to 19 years"
08,123,PCO0040007,PCO0040002,PCO004,"20 to 24 years","Total (201-203): Male: 20 to 24 years"
08,124,PCO0040008,PCO0040002,PCO004,"25 to 29 years","Total (201-203): Male: 25 to 29 years"
08,125,PCO0040009,PCO0040001,PCO004,"Female","Total (201-203): Female"
08,126,PCO0040010,PCO0040009,PCO004,"Under 5 years","Total (201-203): Female: Under 5 years"
08,127,PCO0040011,PCO0040009,PCO004,"5 to 9 years","Total (201-203): Female: 5 to 9 years"
08,128,PCO0040012,PCO0040009,PCO004,"10 to 14 years","Total (201-203): Female: 10 to 14 years"
08,129,PCO0040013,PCO0040009,PCO004,"15 to 19 years","Total (201-203): Female: 15 to 19 years"
08,130,PCO0040014,PCO0040009,PCO004,"20 to 24 years","Total (201-203): Female: 20 to 24 years"
08,131,PCO0040015,PCO0040009,PCO004,"25 to 29 years","Total (201-203): Female: 25 to 29 years"
08,132,PCO0050001,NA,PCO005,"Total (301)","Total (301)"
08,133,PCO0050002,PCO0050001,PCO005,"Male","Total (301): Male"
08,134,PCO0050003,PCO0050002,PCO005,"20 to 24 years","Total (301): Male: 20 to 24 years"
08,135,PCO0050004,PCO0050002,PCO005,"25 to 29 years","Total (301): Male: 25 to 29 years"
08,136,PCO0050005,PCO0050002,PCO005,"30 to 34 years","Total (301): Male: 30 to 34 years"
08,137,PCO0050006,PCO0050002,PCO005,"35 to 39 years","Total (301): Male: 35 to 39 years"
08,138,PCO0050007,PCO0050002,PCO005,"40 to 44 years","Total (301): Male: 40 to 44 years"
08,139,PCO0050008,PCO0050002,PCO005,"45 to 49 years","Total (301): Male: 45 to 49 years"
08,140,PCO0050009,PCO0050002,PCO005,"50 to 54 years","Total (301): Male: 50 to 54 years"
08,141,PCO0050010,PCO0050002,PCO005,"55 to 59 years","Total (301): Male: 55 to 59 years"
08,142,PCO0050011,PCO0050002,PCO005,"60 to 64 years","Total (301): Male: 60 to 64 years"
08,143,PCO0050012,PCO0050002,PCO005,"65 to 69 years","Total (301): Male: 65 to 69 years"
08,144,PCO0050013,PCO0050002,PCO005,"70 to 74 years","Total (301): Male: 70 to 74 years"
08,145,PCO0050014,PCO0050002,PCO005,"75 to 79 years","Total (301): Male: 75 to 79 years"
08,146,PCO0050015,PCO0050002,PCO005,"80 to 84 years","Total (301): Male: 80 to 84 years"
08,147,PCO0050016,PCO0050002,PCO005,"85 years and over","Total (301): Male: 85 years and over"
08,148,PCO0050017,PCO0050001,PCO005,"Female","Total (301): Female"
08,149,PCO0050018,PCO0050017,PCO005,"20 to 24 years","Total (301): Female: 20 to 24 years"
08,150,PCO0050019,PCO0050017,PCO005,"25 to 29 years","Total (301): Female: 25 to 29 years"
08,151,PCO0050020,PCO0050017,PCO005,"30 to 34 years","Total (301): Female: 30 to 34 years"
08,152,PCO0050021,PCO0050017,PCO005,"35 to 39 years","Total (301): Female: 35 to 39 years"
08,153,PCO0050022,PCO0050017,PCO005,"40 to 44 years","Total (301): Female: 40 to 44 years"
08,154,PCO0050023,PCO0050017,PCO005,"45 to 49 years","Total (301): Female: 45 to 49 years"
08,155,PCO0050024,PCO0050017,PCO005,"50 to 54 years","Total (301): Female: 50 to 54 years"
08,156,PCO0050025,PCO0050017,PCO005,"55 to 59 years","Total (301): Female: 55 to 59 years"
08,157,PCO0050026,PCO0050017,PCO005,"60 to 64 years","Total (301): Female: 60 to 64 years"
08,158,PCO0050027,PCO0050017,PCO005,"65 to 69 years","Total (301): Female: 65 to 69 years"
08,159,PCO0050028,PCO0050017,PCO005,"70 to 74 years","Total (301): Female: 70 to 74 years"
08,160,PCO0050029,PCO0050017,PCO005,"75 to 79 years","Total (301): Female: 75 to 79 years"
08,161,PCO0050030,PCO0050017,PCO005,"80 to 84 years","Total (301): Female: 80 to 84 years"
08,162,PCO0050031,PCO0050017,PCO005,"85 years and over","Total (301): Female: 85 years and over"
08,163,PCO0060001,NA,PCO006,"Total (401-405)","Total (401-405)"
08,164,PCO0060002,PCO0060001,PCO006,"Male","Total (401-405): Male"
08,165,PCO0060003,PCO0060002,PCO006,"Under 5 years","Total (401-405): Male: Under 5 years"
08,166,PCO0060004,PCO0060002,PCO006,"5 to 9 years","Total (401-405): Male: 5 to 9 years"
08,167,PCO0060005,PCO0060002,PCO006,"10 to 14 years","Total (401-405): Male: 10 to 14 years"
08,168,PCO0060006,PCO0060002,PCO006,"15 to 19 years","Total (401-405): Male: 15 to 19 years"
08,169,PCO0060007,PCO0060002,PCO006,"20 to 24 years","Total (401-405): Male: 20 to 24 years"
08,170,PCO0060008,PCO0060002,PCO006,"25 to 29 years","Total (401-405): Male: 25 to 29 years"
08,171,PCO0060009,PCO0060002,PCO006,"30 to 34 years","Total (401-405): Male: 30 to 34 years"
08,172,PCO0060010,PCO0060002,PCO006,"35 to 39 years","Total (401-405): Male: 35 to 39 years"
08,173,PCO0060011,PCO0060002,PCO006,"40 to 44 years","Total (401-405): Male: 40 to 44 years"
08,174,PCO0060012,PCO0060002,PCO006,"45 to 49 years","Total (401-405): Male: 45 to 49 years"
08,175,PCO0060013,PCO0060002,PCO006,"50 to 54 years","Total (401-405): Male: 50 to 54 years"
08,176,PCO0060014,PCO0060002,PCO006,"55 to 59 years","Total (401-405): Male: 55 to 59 years"
08,177,PCO0060015,PCO0060002,PCO006,"60 to 64 years","Total (401-405): Male: 60 to 64 years"
08,178,PCO0060016,PCO0060002,PCO006,"65 to 69 years","Total (401-405): Male: 65 to 69 years"
08,179,PCO0060017,PCO0060002,PCO006,"70 to 74 years","Total (401-405): Male: 70 to 74 years"
08,180,PCO0060018,PCO0060002,PCO006,"75 to 79 years","Total (401-405): Male: 75 to 79 years"
08,181,PCO0060019,PCO0060002,PCO006,"80 to 84 years","Total (401-405): Male: 80 to 84 years"
08,182,PCO0060020,PCO0060002,PCO006,"85 years and over","Total (401-405): Male: 85 years and over"
08,183,PCO0060021,PCO0060001,PCO006,"Female","Total (401-405): Female"
08,184,PCO0060022,PCO0060021,PCO006,"Under 5 years","Total (401-405): Female: Under 5 years"
08,185,PCO0060023,PCO0060021,PCO006,"5 to 9 years","Total (401-405): Female: 5 to 9 years"
08,186,PCO0060024,PCO0060021,PCO006,"10 to 14 years","Total (401-405): Female: 10 to 14 years"
08,187,PCO0060025,PCO0060021,PCO006,"15 to 19 years","Total (401-405): Female: 15 to 19 years"
08,188,PCO0060026,PCO0060021,PCO006,"20 to 24 years","Total (401-405): Female: 20 to 24 years"
08,189,PCO0060027,PCO0060021,PCO006,"25 to 29 years","Total (401-405): Female: 25 to 29 years"
08,190,PCO0060028,PCO0060021,PCO006,"30 to 34 years","Total (401-405): Female: 30 to 34 years"
08,191,PCO0060029,PCO0060021,PCO006,"35 to 39 years","Total (401-405): Female: 35 to 39 years"
08,192,PCO0060030,PCO0060021,PCO006,"40 to 44 years","Total (401-405): Female: 40 to 44 years"
08,193,PCO0060031,PCO0060021,PCO006,"45 to 49 years","Total (401-405): Female: 45 to 49 years"
08,194,PCO0060032,PCO0060021,PCO006,"50 to 54 years","Total (401-405): Female: 50 to 54 years"
08,195,PCO0060033,PCO0060021,PCO006,"55 to 59 years","Total (401-405): Female: 55 to 59 years"
08,196,PCO0060034,PCO0060021,PCO006,"60 to 64 years","Total (401-405): Female: 60 to 64 years"
08,197,PCO0060035,PCO0060021,PCO006,"65 to 69 years","Total (401-405): Female: 65 to 69 years"
08,198,PCO0060036,PCO0060021,PCO006,"70 to 74 years","Total (401-405): Female: 70 to 74 years"
08,199,PCO0060037,PCO0060021,PCO006,"75 to 79 years","Total (401-405): Female: 75 to 79 years"
08,200,PCO0060038,PCO0060021,PCO006,"80 to 84 years","Total (401-405): Female: 80 to 84 years"
08,201,PCO0060039,PCO0060021,PCO006,"85 years and over","Total (401-405): Female: 85 years and over"
08,202,PCO0070001,NA,PCO007,"Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)"
08,203,PCO0070002,PCO0070001,PCO007,"Male","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male"
08,204,PCO0070003,PCO0070002,PCO007,"Under 5 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: Under 5 years"
08,205,PCO0070004,PCO0070002,PCO007,"5 to 9 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 5 to 9 years"
08,206,PCO0070005,PCO0070002,PCO007,"10 to 14 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 10 to 14 years"
08,207,PCO0070006,PCO0070002,PCO007,"15 to 19 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 15 to 19 years"
08,208,PCO0070007,PCO0070002,PCO007,"20 to 24 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 20 to 24 years"
08,209,PCO0070008,PCO0070002,PCO007,"25 to 29 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 25 to 29 years"
08,210,PCO0070009,PCO0070002,PCO007,"30 to 34 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 30 to 34 years"
08,211,PCO0070010,PCO0070002,PCO007,"35 to 39 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 35 to 39 years"
08,212,PCO0070011,PCO0070002,PCO007,"40 to 44 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 40 to 44 years"
08,213,PCO0070012,PCO0070002,PCO007,"45 to 49 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 45 to 49 years"
08,214,PCO0070013,PCO0070002,PCO007,"50 to 54 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 50 to 54 years"
08,215,PCO0070014,PCO0070002,PCO007,"55 to 59 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 55 to 59 years"
08,216,PCO0070015,PCO0070002,PCO007,"60 to 64 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 60 to 64 years"
08,217,PCO0070016,PCO0070002,PCO007,"65 to 69 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 65 to 69 years"
08,218,PCO0070017,PCO0070002,PCO007,"70 to 74 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 70 to 74 years"
08,219,PCO0070018,PCO0070002,PCO007,"75 to 79 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 75 to 79 years"
08,220,PCO0070019,PCO0070002,PCO007,"80 to 84 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 80 to 84 years"
08,221,PCO0070020,PCO0070002,PCO007,"85 years and over","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Male: 85 years and over"
08,222,PCO0070021,PCO0070001,PCO007,"Female","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female"
08,223,PCO0070022,PCO0070021,PCO007,"Under 5 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: Under 5 years"
08,224,PCO0070023,PCO0070021,PCO007,"5 to 9 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 5 to 9 years"
08,225,PCO0070024,PCO0070021,PCO007,"10 to 14 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 10 to 14 years"
08,226,PCO0070025,PCO0070021,PCO007,"15 to 19 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 15 to 19 years"
08,227,PCO0070026,PCO0070021,PCO007,"20 to 24 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 20 to 24 years"
08,228,PCO0070027,PCO0070021,PCO007,"25 to 29 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 25 to 29 years"
08,229,PCO0070028,PCO0070021,PCO007,"30 to 34 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 30 to 34 years"
08,230,PCO0070029,PCO0070021,PCO007,"35 to 39 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 35 to 39 years"
08,231,PCO0070030,PCO0070021,PCO007,"40 to 44 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 40 to 44 years"
08,232,PCO0070031,PCO0070021,PCO007,"45 to 49 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 45 to 49 years"
08,233,PCO0070032,PCO0070021,PCO007,"50 to 54 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 50 to 54 years"
08,234,PCO0070033,PCO0070021,PCO007,"55 to 59 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 55 to 59 years"
08,235,PCO0070034,PCO0070021,PCO007,"60 to 64 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 60 to 64 years"
08,236,PCO0070035,PCO0070021,PCO007,"65 to 69 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 65 to 69 years"
08,237,PCO0070036,PCO0070021,PCO007,"70 to 74 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 70 to 74 years"
08,238,PCO0070037,PCO0070021,PCO007,"75 to 79 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 75 to 79 years"
08,239,PCO0070038,PCO0070021,PCO007,"80 to 84 years","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 80 to 84 years"
08,240,PCO0070039,PCO0070021,PCO007,"85 years and over","Total (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Female: 85 years and over"
09,1,FILEID,NA,HEAD,"File Identification","File Identification"
09,2,STUSAB,NA,HEAD,"State/US-Abbreviation (USPS)","State/US-Abbreviation (USPS)"
09,3,CHARITER,NA,HEAD,"Characteristic iteration","Characteristic iteration"
09,4,CIFSN,NA,HEAD,"Characteristic Iteration File Sequence Number","Characteristic Iteration File Sequence Number"
09,5,LOGRECNO,NA,HEAD,"Logical Record Number","Logical Record Number"
09,6,PCO0080001,NA,PCO008,"Total (501)","Total (501)"
09,7,PCO0080002,PCO0080001,PCO008,"Male","Total (501): Male"
09,8,PCO0080003,PCO0080002,PCO008,"15 to 19 years","Total (501): Male: 15 to 19 years"
09,9,PCO0080004,PCO0080002,PCO008,"20 to 24 years","Total (501): Male: 20 to 24 years"
09,10,PCO0080005,PCO0080002,PCO008,"25 to 29 years","Total (501): Male: 25 to 29 years"
09,11,PCO0080006,PCO0080002,PCO008,"30 to 34 years","Total (501): Male: 30 to 34 years"
09,12,PCO0080007,PCO0080002,PCO008,"35 to 39 years","Total (501): Male: 35 to 39 years"
09,13,PCO0080008,PCO0080002,PCO008,"40 to 44 years","Total (501): Male: 40 to 44 years"
09,14,PCO0080009,PCO0080002,PCO008,"45 to 49 years","Total (501): Male: 45 to 49 years"
09,15,PCO0080010,PCO0080002,PCO008,"50 to 54 years","Total (501): Male: 50 to 54 years"
09,16,PCO0080011,PCO0080002,PCO008,"55 to 59 years","Total (501): Male: 55 to 59 years"
09,17,PCO0080012,PCO0080002,PCO008,"60 to 64 years","Total (501): Male: 60 to 64 years"
09,18,PCO0080013,PCO0080002,PCO008,"65 to 69 years","Total (501): Male: 65 to 69 years"
09,19,PCO0080014,PCO0080001,PCO008,"Female","Total (501): Female"
09,20,PCO0080015,PCO0080014,PCO008,"15 to 19 years","Total (501): Female: 15 to 19 years"
09,21,PCO0080016,PCO0080014,PCO008,"20 to 24 years","Total (501): Female: 20 to 24 years"
09,22,PCO0080017,PCO0080014,PCO008,"25 to 29 years","Total (501): Female: 25 to 29 years"
09,23,PCO0080018,PCO0080014,PCO008,"30 to 34 years","Total (501): Female: 30 to 34 years"
09,24,PCO0080019,PCO0080014,PCO008,"35 to 39 years","Total (501): Female: 35 to 39 years"
09,25,PCO0080020,PCO0080014,PCO008,"40 to 44 years","Total (501): Female: 40 to 44 years"
09,26,PCO0080021,PCO0080014,PCO008,"45 to 49 years","Total (501): Female: 45 to 49 years"
09,27,PCO0080022,PCO0080014,PCO008,"50 to 54 years","Total (501): Female: 50 to 54 years"
09,28,PCO0080023,PCO0080014,PCO008,"55 to 59 years","Total (501): Female: 55 to 59 years"
09,29,PCO0080024,PCO0080014,PCO008,"60 to 64 years","Total (501): Female: 60 to 64 years"
09,30,PCO0080025,PCO0080014,PCO008,"65 to 69 years","Total (501): Female: 65 to 69 years"
09,31,PCO0090001,NA,PCO009,"Total (601-602)","Total (601-602)"
09,32,PCO0090002,PCO0090001,PCO009,"Male","Total (601-602): Male"
09,33,PCO0090003,PCO0090002,PCO009,"15 to 19 years","Total (601-602): Male: 15 to 19 years"
09,34,PCO0090004,PCO0090002,PCO009,"20 to 24 years","Total (601-602): Male: 20 to 24 years"
09,35,PCO0090005,PCO0090002,PCO009,"25 to 29 years","Total (601-602): Male: 25 to 29 years"
09,36,PCO0090006,PCO0090002,PCO009,"30 to 34 years","Total (601-602): Male: 30 to 34 years"
09,37,PCO0090007,PCO0090002,PCO009,"35 to 39 years","Total (601-602): Male: 35 to 39 years"
09,38,PCO0090008,PCO0090002,PCO009,"40 to 44 years","Total (601-602): Male: 40 to 44 years"
09,39,PCO0090009,PCO0090002,PCO009,"45 to 49 years","Total (601-602): Male: 45 to 49 years"
09,40,PCO0090010,PCO0090002,PCO009,"50 to 54 years","Total (601-602): Male: 50 to 54 years"
09,41,PCO0090011,PCO0090002,PCO009,"55 to 59 years","Total (601-602): Male: 55 to 59 years"
09,42,PCO0090012,PCO0090002,PCO009,"60 to 64 years","Total (601-602): Male: 60 to 64 years"
09,43,PCO0090013,PCO0090002,PCO009,"65 to 69 years","Total (601-602): Male: 65 to 69 years"
09,44,PCO0090014,PCO0090001,PCO009,"Female","Total (601-602): Female"
09,45,PCO0090015,PCO0090014,PCO009,"15 to 19 years","Total (601-602): Female: 15 to 19 years"
09,46,PCO0090016,PCO0090014,PCO009,"20 to 24 years","Total (601-602): Female: 20 to 24 years"
09,47,PCO0090017,PCO0090014,PCO009,"25 to 29 years","Total (601-602): Female: 25 to 29 years"
09,48,PCO0090018,PCO0090014,PCO009,"30 to 34 years","Total (601-602): Female: 30 to 34 years"
09,49,PCO0090019,PCO0090014,PCO009,"35 to 39 years","Total (601-602): Female: 35 to 39 years"
09,50,PCO0090020,PCO0090014,PCO009,"40 to 44 years","Total (601-602): Female: 40 to 44 years"
09,51,PCO0090021,PCO0090014,PCO009,"45 to 49 years","Total (601-602): Female: 45 to 49 years"
09,52,PCO0090022,PCO0090014,PCO009,"50 to 54 years","Total (601-602): Female: 50 to 54 years"
09,53,PCO0090023,PCO0090014,PCO009,"55 to 59 years","Total (601-602): Female: 55 to 59 years"
09,54,PCO0090024,PCO0090014,PCO009,"60 to 64 years","Total (601-602): Female: 60 to 64 years"
09,55,PCO0090025,PCO0090014,PCO009,"65 to 69 years","Total (601-602): Female: 65 to 69 years"
09,56,PCO0100001,NA,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904)","Total (701-702, 704, 706, 801-802, 900-901, 903-904)"
09,57,PCO0100002,PCO0100001,PCO010,"Male","Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male"
